point_id,date,n_hours,GHI_Wh_m2,GHI_clearsky_Wh_m2,kt_daily,T2M_min,T2M_max,T2M_mean,RH2M_mean,WS10M_mean,cluster_id,GHI_daily_kWh,GHIcs_daily_kWh,Ta_mean_C,Ta_max_C,Ta_min_C,DTR_C,RH_mean_pct,wind_mean_ms
RJP_0083,2023-05-04,24,6765.82,7328.045,0.923277627252562,21.69,34.56,28.4225,47.321666666666665,1.5245833333333334,2,6.76582,7.328045,28.4225,34.56,21.69,12.870000000000001,47.321666666666665,1.5245833333333334
RJP_0083,2023-05-05,24,6531.02,7454.389999999999,0.8761307095550408,21.23,36.28,29.83916666666667,44.767500000000005,1.8070833333333327,2,6.531020000000001,7.454389999999999,29.83916666666667,36.28,21.23,15.05,44.767500000000005,1.8070833333333327
RJP_0083,2023-05-06,24,7184.96,7539.77,0.952941535351874,24.44,38.31,30.789583333333336,41.1075,2.6704166666666667,2,7.18496,7.539770000000001,30.789583333333336,38.31,24.44,13.870000000000001,41.1075,2.6704166666666667
RJP_0083,2023-05-07,24,6923.55,7600.295,0.9109580614962972,23.68,39.32,31.041666666666668,36.53875,4.79,2,6.9235500000000005,7.600295,31.041666666666668,39.32,23.68,15.64,36.53875,4.79
RJP_0083,2023-05-08,24,7512.985,8193.65,0.9169277428252366,21.22,39.31,29.85916666666667,30.03708333333333,4.725833333333333,2,7.512985,8.19365,29.85916666666667,39.31,21.22,18.090000000000003,30.03708333333333,4.725833333333333
RJP_0083,2023-05-09,24,7753.92,8201.17,0.9454650982725636,20.68,39.76,29.862916666666667,20.238333333333333,3.794583333333333,2,7.75392,8.20117,29.862916666666667,39.76,20.68,19.08,20.238333333333333,3.794583333333333
RJP_0083,2023-05-10,24,7170.120000000001,8133.360000000001,0.8815692407565877,20.51,40.59,31.038750000000004,20.320416666666667,3.505416666666667,2,7.170120000000001,8.13336,31.038750000000004,40.59,20.51,20.080000000000002,20.320416666666667,3.505416666666667
RJP_0083,2023-05-11,24,7455.325,8216.985,0.9073066337592194,23.66,41.57,31.90083333333334,16.717916666666667,3.06375,2,7.455325,8.216985000000001,31.90083333333334,41.57,23.66,17.91,16.717916666666667,3.06375
RJP_0083,2023-05-12,24,7809.07,8192.7,0.953174167246451,23.76,43.92,34.01499999999999,15.855416666666668,3.947083333333333,2,7.809069999999999,8.1927,34.01499999999999,43.92,23.76,20.16,15.855416666666668,3.947083333333333
RJP_0083,2023-05-13,24,7377.945000000001,7965.67,0.9262177569495096,25.68,44.86,35.81583333333333,16.71708333333333,5.609583333333333,2,7.377945,7.96567,35.81583333333333,44.86,25.68,19.18,16.71708333333333,5.609583333333333
RJP_0083,2023-05-14,24,5158.935,7654.025,0.6740159589235729,27.2,42.05,33.94916666666666,26.822916666666668,5.980416666666666,2,5.1589350000000005,7.654025,33.94916666666666,42.05,27.2,14.849999999999998,26.822916666666668,5.980416666666666
RJP_0083,2023-05-15,24,7332.275,7634.14,0.9604585454288236,26.87,41.73,33.89833333333333,28.13083333333334,5.469583333333333,2,7.332274999999999,7.63414,33.89833333333333,41.73,26.87,14.859999999999996,28.13083333333334,5.469583333333333
RJP_0083,2023-05-16,24,7282.004999999999,7500.8,0.9708304447525596,27.03,41.69,34.149166666666666,30.352083333333336,5.065416666666667,2,7.282004999999999,7.5008,34.149166666666666,41.69,27.03,14.659999999999997,30.352083333333336,5.065416666666667
RJP_0083,2023-05-17,24,7336.55,7613.675,0.96360167724522,27.18,41.44,34.63,33.303333333333335,4.590833333333333,2,7.33655,7.613675,34.63,41.44,27.18,14.259999999999998,33.303333333333335,4.590833333333333
RJP_0083,2023-05-18,24,7406.125,7767.26,0.9535054832720934,26.05,41.0,33.692083333333336,30.93625,3.860833333333333,2,7.406125,7.76726,33.692083333333336,41.0,26.05,14.95,30.93625,3.860833333333333
RJP_0083,2023-05-19,24,7630.8,7906.24,0.9651616950661756,26.18,41.87,34.003750000000004,24.79458333333333,3.4925,2,7.6308,7.9062399999999995,34.003750000000004,41.87,26.18,15.689999999999998,24.79458333333333,3.4925
RJP_0083,2023-05-20,24,6713.97,7621.7,0.8809018985265755,26.62,43.19,35.63875,21.364166666666662,5.452916666666667,2,6.713970000000001,7.6217,35.63875,43.19,26.62,16.569999999999997,21.364166666666662,5.452916666666667
RJP_0083,2023-05-21,24,7150.785,7480.61,0.9559093442914416,28.63,44.38,36.19208333333333,21.577916666666667,6.236250000000001,2,7.150785,7.4806099999999995,36.19208333333333,44.38,28.63,15.750000000000004,21.577916666666667,6.236250000000001
RJP_0083,2023-05-22,24,7577.455,7735.299999999999,0.979594198027226,28.41,44.41,36.85791666666667,24.633333333333336,5.610416666666667,2,7.577455,7.7353,36.85791666666667,44.41,28.41,15.999999999999996,24.633333333333336,5.610416666666667
RJP_0083,2023-05-23,24,7682.014999999999,7881.215,0.9747247093246408,29.01,44.0,36.41458333333333,25.659166666666668,5.862916666666667,2,7.682015,7.881215,36.41458333333333,44.0,29.01,14.989999999999998,25.659166666666668,5.862916666666667
RJP_0083,2023-05-24,24,4652.145,7827.785,0.5943118008478772,28.3,38.67,33.5575,38.630833333333335,3.869583333333333,2,4.652145000000001,7.8277849999999995,33.5575,38.67,28.3,10.370000000000001,38.630833333333335,3.869583333333333
RJP_0083,2023-05-25,24,5983.06,7248.73,0.8253942414740236,25.85,37.1,31.34125,54.07416666666666,3.610416666666667,2,5.98306,7.248729999999999,31.34125,37.1,25.85,11.25,54.07416666666666,3.610416666666667
RJP_0083,2023-05-26,24,6605.995000000001,6903.629999999999,0.95688717384912,25.64,37.49,30.99125,55.85541666666666,2.415,2,6.605995000000001,6.903629999999999,30.99125,37.49,25.64,11.850000000000001,55.85541666666666,2.415
RJP_0083,2023-05-27,24,6682.315,7103.955,0.9406471465542784,25.66,36.14,30.980416666666667,61.14291666666666,2.61625,2,6.682315,7.103955,30.980416666666667,36.14,25.66,10.48,61.14291666666666,2.61625
RJP_0083,2023-05-28,24,4652.099999999999,7390.62,0.6294600453006648,25.51,33.78,29.67625,62.53583333333333,1.86,2,4.652099999999999,7.39062,29.67625,33.78,25.51,8.27,62.53583333333333,1.86
RJP_0083,2023-05-29,24,6457.6900000000005,7471.785,0.8642767424383866,25.22,32.02,28.564166666666665,57.930416666666666,1.2787500000000005,2,6.45769,7.471785,28.564166666666665,32.02,25.22,6.800000000000004,57.930416666666666,1.2787500000000005
RJP_0083,2023-05-30,24,5231.43,7449.105,0.7022897381631754,22.22,34.42,29.04958333333333,55.70958333333334,1.867916666666667,2,5.2314300000000005,7.449104999999999,29.04958333333333,34.42,22.22,12.200000000000003,55.70958333333334,1.867916666666667
RJP_0083,2023-05-31,24,6872.224999999999,7295.535,0.9419768392585328,22.06,33.7,27.66583333333333,58.18833333333333,3.3441666666666663,2,6.872224999999999,7.295535,27.66583333333333,33.7,22.06,11.640000000000004,58.18833333333333,3.3441666666666663
RJP_0083,2023-06-01,24,7469.955,7619.504999999999,0.980372740748907,22.16,36.48,29.351250000000004,55.43833333333333,3.607083333333333,2,7.469955,7.619504999999999,29.351250000000004,36.48,22.16,14.319999999999997,55.43833333333333,3.607083333333333
RJP_0083,2023-06-02,24,6826.14,7553.27,0.903733085140608,23.44,35.3,29.91,60.40708333333333,2.72125,2,6.8261400000000005,7.55327,29.91,35.3,23.44,11.859999999999996,60.40708333333333,2.72125
RJP_0083,2023-06-03,24,7249.83,7613.385,0.952247916005824,25.4,37.24,31.61875,54.922083333333326,2.60625,2,7.24983,7.613385,31.61875,37.24,25.4,11.840000000000003,54.922083333333326,2.60625
RJP_0083,2023-06-04,24,6005.89,7078.215,0.8485034715673373,24.02,35.96,30.227916666666665,55.04958333333334,3.760833333333333,2,6.00589,7.078215,30.227916666666665,35.96,24.02,11.940000000000001,55.04958333333334,3.760833333333333
