point_id,lat,lon,population,cluster_id,max_membership_prob,chosen_k,bootstrap_ari_mean_chosen_k,bootstrap_effective_n_resamples_chosen_k,prob_cluster0,prob_cluster1,prob_cluster2
RJP_0057,26.125,75.875,309619.64065110683,2,0.9999999992327382,3,0.8076827077818228,50,7.672614288451234e-10,2.1540684268221314e-25,0.9999999992327382
RJP_0058,28.125,75.375,305722.7351038456,1,0.9999999999041265,3,0.8076827077818228,50,1.122908034665894e-50,0.9999999999041265,9.587193061022027e-11
RJP_0059,27.875,75.125,301127.8346581459,1,0.9991935283297729,3,0.8076827077818228,50,8.818955594046344e-31,0.9991935283297729,0.0008064716702269461
RJP_0060,26.125,76.375,297003.9912921488,2,0.9999999999585896,3,0.8076827077818228,50,4.1409182376402795e-11,2.0624894804516487e-30,0.9999999999585896
RJP_0061,27.875,75.875,296026.15887868404,2,1.0,3,0.8076827077818228,50,3.9465622400917906e-32,2.7209342930663147e-22,1.0
RJP_0062,27.625,76.875,294541.73929446936,2,1.0,3,0.8076827077818228,50,4.0872862254898185e-38,2.3307164305679985e-38,1.0
RJP_0063,26.125,72.875,290171.8888748288,1,1.0,3,0.8076827077818228,50,2.0404252344079006e-93,1.0,3.9699931179579264e-50
RJP_0064,26.625,77.875,288408.0163585544,2,1.0,3,0.8076827077818228,50,5.532402209963334e-18,8.215642734518368e-37,1.0
RJP_0065,28.125,75.625,285513.65574777126,2,0.9999941794062582,3,0.8076827077818228,50,1.3461270576784926e-43,5.8205937451186e-06,0.9999941794062582
RJP_0066,25.875,71.375,278261.2186641097,1,1.0,3,0.8076827077818228,50,1.1768929743163544e-109,1.0,2.548381241488109e-63
RJP_0067,27.625,76.375,274115.8854869455,2,1.0,3,0.8076827077818228,50,5.129878677013734e-38,2.048246418202799e-36,1.0
RJP_0068,28.125,75.875,273337.30431365967,2,0.9999999999999929,3,0.8076827077818228,50,3.7355967687087345e-46,6.522483379739574e-15,0.9999999999999929
RJP_0069,26.875,76.125,269202.63855326176,2,0.9999999999999964,3,0.8076827077818228,50,3.44186010832793e-15,5.6015826897152165e-33,0.9999999999999964
RJP_0070,27.625,75.625,264251.3094598055,2,1.0,3,0.8076827077818228,50,2.7279043226216857e-28,2.7147929964686954e-23,1.0
RJP_0071,26.875,77.375,262379.18062359095,2,1.0,3,0.8076827077818228,50,1.2346191881265817e-21,5.643228341832358e-39,1.0
RJP_0072,27.125,75.375,259541.31671750543,2,1.0,3,0.8076827077818228,50,6.701968374630169e-23,3.0422799338223314e-20,1.0
RJP_0073,27.625,75.375,250760.0825597048,2,1.0,3,0.8076827077818228,50,5.0468877542197213e-29,1.9100088680751288e-20,1.0
RJP_0074,27.625,75.875,250488.64097464085,2,1.0,3,0.8076827077818228,50,1.7408370831270845e-28,8.604761633132841e-26,1.0
RJP_0075,27.125,77.625,250348.7077510357,2,1.0,3,0.8076827077818228,50,1.6746268180741757e-43,1.5725780914578178e-44,1.0
RJP_0076,26.625,76.125,249670.85011845827,2,0.9999999999999574,3,0.8076827077818228,50,4.392455200764631e-14,1.7732413327648978e-31,0.9999999999999574
RJP_0077,25.375,75.625,248577.6117837429,0,1.0,3,0.8076827077818228,50,1.0,8.826920197342515e-41,5.876083807024595e-16
RJP_0078,24.875,73.875,248015.15831047297,0,1.0,3,0.8076827077818228,50,1.0,1.3614327168824443e-66,2.961823964393347e-26
RJP_0079,27.125,76.375,247375.5610191524,2,1.0,3,0.8076827077818228,50,4.8439475115512255e-31,2.2908841471895928e-39,1.0
RJP_0080,26.375,76.875,247342.3022249341,2,0.9999999999996732,3,0.8076827077818228,50,3.2675025419758607e-13,3.0824624371962574e-34,0.9999999999996732
RJP_0081,24.875,74.375,247328.23723113537,0,1.0,3,0.8076827077818228,50,1.0,1.7670200264842007e-62,3.5723436968268643e-23
