draw,regime_id,pcm_id,valid,latent_heat_mult,annual_ghi_scale,annual_tamb_offset_C,demand_multiplier,timing_shift_hours,mains_delta_C,state,cluster_id,pcm_name,arrangement,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated,n_shield_water_activations,n_shield_pcm_activations,mean_f_melt,min_f_melt,max_f_melt
31,0,RT44HC,True,0.9791124219792063,0.9318343120268558,-0.6639828466746883,1.1694642738302679,0.450341898058202,-1.5788514456653036,rajasthan,0,RT44HC,single-layer,23.551148554334695,1519.4614222115822,0.45530354195681455,2224,1739.6280191192513,6.854665224428312e-07,1586.1602158589324,67.14234589118666,32.192697441785576,32.201656644744226,0.0037099297274781552,1.225217894247827,72.03953641001632,62.13719905990543,0,0.0,290,8760,42,23854,0.28774497641541613,0.0,1.0
32,0,RT44HC,True,1.0454084312045473,0.9642801584363301,0.0804356281802483,0.8194558514155332,-0.025033397654141254,0.9407292236666791,rajasthan,0,RT44HC,single-layer,26.070729223666678,1457.8921435879893,0.6193265527867998,3418,751.8355752028093,6.785849702377048e-07,1546.4416797554625,88.76833558178338,34.8773136961588,34.88426251369312,0.00016238018560839267,1.225217894247827,71.31637592957749,62.08579428926299,0,0.0,306,8760,0,29567,0.4442007641594093,0.0,1.0
33,0,RT44HC,True,0.9340665322381757,1.038407710051232,0.3568921311739439,0.8493289049187063,0.26615000686915913,0.10319910647368635,rajasthan,0,RT44HC,single-layer,25.233199106473684,1549.5638484330893,0.6222440351701117,3498,807.485003331806,6.534066385743109e-07,1641.2107636687256,91.90146618417168,34.080527209935504,34.08791164951481,0.00010829923671843527,1.225217894247827,72.1562026947117,62.133465286872436,0,0.0,333,8760,7509,61819,0.4261572405840508,0.0,1.0
34,0,RT44HC,True,0.9900044947143936,0.9380778988946399,0.6302742609555478,0.9982038033317908,0.1411993546290975,0.686360802326992,rajasthan,0,RT44HC,single-layer,25.81636080232699,1462.9403833423376,0.5443897365729429,2952,1110.8477997331254,6.73964953899664e-07,1541.0631088965733,78.39672609932428,34.22903399064021,34.23635727236742,0.0017114684753670839,1.225217894247827,72.10741823134148,62.12744043642757,0,0.0,321,8760,1680,37893,0.36774725076282017,0.0,1.0
35,0,RT44HC,True,0.9610563045034383,0.9499334961821602,0.18385718016475683,1.0964820391036418,-0.0058993572303917,-0.6896595026368386,rajasthan,0,RT44HC,single-layer,24.44034049736316,1556.1744627109413,0.5022405353763726,2092,1428.7222527068977,6.993361649336642e-07,1621.8915863722398,66.06148992152933,28.271353873591973,28.279645661378,0.0009632047659886149,1.225217894247827,64.85101212160198,62.060926862982214,0,0.0,218,8760,0,3003,0.3093115911119386,0.0,1.0
36,0,RT44HC,True,0.9015572545360668,0.9931141822050582,1.1752126373442326,0.8454844945775346,0.4110061350247298,-0.4050259754354357,rajasthan,0,RT44HC,single-layer,24.724974024564563,1521.7183417384094,0.6109832847321575,3346,849.0752303737708,6.639574430993444e-07,1604.8542143239506,83.41582248090648,32.929583228174465,32.937284487063415,4.1753323343605835e-05,1.225217894247827,72.14261185169643,62.13182524411575,0,0.0,329,8760,5801,52922,0.4120193934619529,0.0,1.0
37,0,RT44HC,True,0.9677338506164967,0.9637400986992257,-0.3034542621576324,0.8608132648224793,-0.24298907498364308,1.1956060598278446,rajasthan,0,RT44HC,single-layer,26.325606059827845,1455.9019617457875,0.6023614992258746,3311,813.8694314699915,6.783688645554399e-07,1544.4384881438136,88.75167231642602,32.39255891621165,32.39942648949757,0.00036532914625887373,1.225217894247827,71.08105889758632,62.0889456788697,0,0.0,301,8760,0,25316,0.43321400069679356,0.0,1.0
38,0,RT44HC,True,0.9721213182584184,0.9761539701525309,0.006836494376547098,0.9911259267656793,0.09286669884549459,-1.572055393043402,rajasthan,0,RT44HC,single-layer,23.557944606956596,1555.35000295133,0.5309138067453113,2789,1269.2838183360614,6.792423758414853e-07,1629.6956097098396,74.72448192425668,33.8170579420183,33.825835301696905,0.0005776756539455591,1.225217894247827,72.11211851129252,62.142569204772585,0,0.0,315,8760,1968,37615,0.3467381605761259,0.0,1.0
39,0,RT44HC,True,0.9423413186537797,1.0663894714367965,-0.17000423132284403,0.8978243329027057,0.07061587054235641,1.1068020018075058,rajasthan,0,RT44HC,single-layer,26.236802001807504,1570.3012371334014,0.6186671476088283,3579,817.9246510588589,6.482806925781152e-07,1667.5326554109593,97.44857625584514,34.443357372356246,34.45023180707564,0.0004266286037487688,1.225217894247827,72.16291860609896,62.13039453912785,0,0.0,333,8760,8009,63929,0.4346971913499468,0.0,1.0
40,0,RT44HC,True,1.0640985739760098,0.9774934594082767,1.336082465030851,0.9554952529743785,0.2400266849763415,-0.010937387196747306,rajasthan,0,RT44HC,single-layer,25.11906261280325,1537.7479549154673,0.5694663102967119,3123,1041.3179982205072,6.712202097669539e-07,1614.738611361438,77.27228911932144,36.939899238631206,36.94755133105848,0.0004007605349201698,1.225217894247827,72.1113062645845,62.14314117924296,0,0.0,322,8760,3851,44182,0.38345468921053033,0.0,1.0
41,0,RT44HC,True,0.9919868837337691,0.9994125955772063,-0.5114877041409287,1.0142065253052686,0.038531463866500415,0.894321078262124,rajasthan,0,RT44HC,single-layer,26.024321078262123,1524.253239430749,0.5549134666502977,3096,1090.6339697923966,6.632545947121316e-07,1612.011128716395,88.03571237775778,34.70679524700203,34.714021057852044,0.002377684628954103,1.225217894247827,72.11846289938092,62.137867034884835,0,0.0,323,8760,3325,43178,0.3835074045569032,0.0,1.0
42,0,RT44HC,True,0.9074805023284828,1.0620065189026109,-0.18331021005363568,1.1596665046186578,-0.33275460861988015,-1.3515640391012167,rajasthan,0,RT44HC,single-layer,23.778435960898783,1752.2968325871147,0.5094855483960614,2359,1536.997465495299,7.055593016950854e-07,1821.7187805799215,69.80783165789752,29.740133228657104,29.748884691442544,0.0010227481154164151,1.225217894247827,67.02559299529567,62.093530960701756,0,0.0,247,8760,0,9478,0.3402419152676258,0.0,1.0
43,0,RT44HC,True,1.0023681494945234,0.998429132700176,-0.3872394897087741,0.9266062472162997,-0.2614826661519539,-1.4479104640976606,rajasthan,0,RT44HC,single-layer,23.68208953590234,1588.137959454283,0.5629806539250914,2749,1099.1358239658553,6.941536679176291e-07,1664.6743704234648,76.89720480003896,32.14932474207884,32.157975483981915,0.00011597008763187871,1.225217894247827,68.66968190577677,62.0955713489427,0,0.0,273,8760,0,16739,0.378116569352199,0.0,1.0
44,0,RT44HC,True,1.0991147994649109,1.052259686480736,-0.5471488295320621,0.851215525042458,0.16217120588036305,-0.7564697595453156,rajasthan,0,RT44HC,single-layer,24.373530240454684,1572.9925420733848,0.6132671901103541,3391,864.542408025716,6.540074931581746e-07,1665.8765122723235,93.18736746341669,38.65218785842293,38.66015672699818,9.94126276209126e-05,1.225217894247827,72.1530453204299,62.130148284224326,0,0.0,329,8760,7317,59562,0.4116240118918332,0.0,1.0
45,0,RT44HC,True,0.9451721126323918,0.9326856925789455,-0.26405617962967787,0.9172806892864844,0.279876723452147,-1.011510508876655,rajasthan,0,RT44HC,single-layer,24.118489491123345,1451.1255800795025,0.5467207596378756,2826,1105.454402549149,6.754009458631996e-07,1529.2782855543749,78.49319326581461,32.83769930763968,32.846043233757584,0.00047913931622177035,1.225217894247827,72.10578379522836,62.1305489370081,0,0.0,316,8760,1401,36652,0.35420639746808025,0.0,1.0
46,0,RT44HC,True,1.0700957676394913,0.9893024013931012,1.0687474990838361,0.9697033609492282,-0.16955907536962644,-0.8933062659682665,rajasthan,0,RT44HC,single-layer,24.236693734031732,1609.1181716881447,0.5592259645389355,2769,1129.957884880796,7.003263126973405e-07,1678.885034162975,70.09802004398769,34.02841249119978,34.036712113129035,0.00010453410176809398,1.225217894247827,70.4522465990823,62.08636839975347,0,0.0,273,8760,0,15605,0.38094842720222366,0.0,1.0
47,0,RT44HC,True,0.9743876940126366,1.0257197013851658,-0.29045774914607136,0.8672742240027161,0.014511841409766912,1.1522048749362868,rajasthan,0,RT44HC,single-layer,26.282204874936287,1501.0718315196689,0.6191440773573282,3510,787.1956481294325,6.493066896490649e-07,1597.762064252123,96.90174095201455,34.97855493845244,34.9853586855624,0.00046059029567191407,1.225217894247827,72.15671319893376,62.13942684636332,0,0.0,332,8760,6969,59446,0.42813378622561094,0.0,1.0
48,0,RT44HC,True,0.9515497770830443,0.9381504063036967,0.354477930430926,1.0126496451548155,-0.1546483208709959,-0.3215259235755079,rajasthan,0,RT44HC,single-layer,24.808474076424492,1513.3385118905715,0.5289389467729853,2366,1226.3555388959521,6.960935698598662e-07,1582.7285213452135,69.70240228189827,29.27350685082939,29.281511860925423,0.00048219565507032745,1.225217894247827,66.81787287629348,62.065684694071535,0,0.0,243,8760,0,6538,0.34254372898196217,0.0,1.0
49,0,RT44HC,True,1.0984412111500719,0.9810237651257222,0.4645860210098254,0.8007645410646108,0.3478712156638153,0.6964827051418898,rajasthan,0,RT44HC,single-layer,25.82648270514189,1445.5965472992616,0.6342441534055663,3474,715.0044466974109,6.507669177638072e-07,1537.907635466052,92.5289025108794,38.29963966427705,38.306589285087846,9.549529176152089e-05,1.225217894247827,72.13699724136532,62.12803775951298,0,0.0,330,8760,6576,57187,0.4256281525373169,0.0,1.0
50,0,RT44HC,True,1.065920891718364,0.9996151466814679,0.7881354590854825,0.9690246214648145,-0.036219092930157015,0.49720015958945796,rajasthan,0,RT44HC,single-layer,25.627200159589457,1586.3959801493063,0.5743683384136478,3105,1017.3537077605787,6.930297164019274e-07,1664.1611038180529,78.02390362932233,34.941908416152984,34.94931119727458,0.00026991707106694725,1.225217894247827,70.26985709217311,62.10355665040418,0,0.0,293,8760,0,19709,0.4133027363523164,0.0,1.0
51,0,RT44HC,True,1.0519506501104896,1.0209372938389696,0.4527601671763586,0.9909284046069224,-0.13942688206643938,-0.05472735435192666,rajasthan,0,RT44HC,single-layer,25.075272645648074,1629.8122486783311,0.5658213629289967,2994,1091.4754159155577,6.957719359355679e-07,1707.0991076915982,77.5767839238216,34.4056923506459,34.413471216318825,0.0002418007571677924,1.225217894247827,69.65527225312552,62.10925600179742,0,0.0,289,8760,0,19995,0.40297148117257753,0.0,1.0
52,0,RT44HC,True,1.0347915975051256,1.042015568000991,-0.6716182589668411,0.9427350157221729,-0.477456131670173,0.7809356013782844,rajasthan,0,RT44HC,single-layer,25.910935601378284,1602.5495251493458,0.5894498671348426,3343,940.700382827114,6.834231119374204e-07,1692.4161271384544,90.113161492406,34.87796812015222,34.88518362867571,0.0004669029245353917,1.225217894247827,70.96905428029571,62.10520580795692,0,0.0,301,8760,0,28174,0.4353964232438141,0.0,1.0
53,0,RT44HC,True,0.9137038070712885,1.0613669152535399,-0.5850763526558946,0.8003473626517846,0.40384017566200436,-1.148209942460526,rajasthan,0,RT44HC,single-layer,23.981790057539474,1565.2007536175029,0.6309300275556354,3491,790.4853010453162,6.511466174672376e-07,1660.4370924230204,95.5477940224083,33.62831336015336,33.636392074029445,3.084974461108964e-05,1.225217894247827,72.17677186095149,62.14669211891869,0,0.0,333,8760,8247,64172,0.42401238616914727,0.0,1.0
54,0,RT44HC,True,0.9992487017853712,1.0595184786637235,-0.03165583065017863,1.0529716555113446,-0.4437709966423914,1.1564661178463056,rajasthan,0,RT44HC,single-layer,26.286466117846306,1665.7135146804064,0.5653140848605678,3232,1090.5834410309517,6.902642705566679e-07,1750.0655864299404,84.59260865035341,33.79577825465475,33.80282960543784,0.0008965194128416213,1.225217894247827,71.15747089511339,62.09641845862911,0,0.0,297,8760,0,23232,0.4255044696478895,0.0,1.0
55,0,RT44HC,True,1.0520995976644751,0.9702641918793493,1.1067624537111778,0.8751713411016094,-0.0698680355137139,-1.2861138705825819,rajasthan,0,RT44HC,single-layer,23.843886129417417,1561.214147477524,0.5842601911557427,2936,980.0797992234875,6.979340025979354e-07,1633.125755517762,72.2527124308433,34.04029007068571,34.0487254303562,1.9461934596181925e-05,1.225217894247827,70.24179170219762,62.091850491702644,0,0.0,286,8760,0,19958,0.3963311325580664,0.0,1.0
56,0,RT44HC,True,1.0309197384146658,0.9391038914492509,0.7730180154305182,1.0413768077924985,-0.4870531003074262,-1.5609184470904043,rajasthan,0,RT44HC,single-layer,23.569081552909594,1562.806651595365,0.5108615578913083,2085,1389.9248623374335,7.060657362731244e-07,1623.879542089773,61.4492606951405,29.507355734297764,29.51616993168814,0.00023763334525415516,1.225217894247827,65.71384865166634,62.06228148734448,0,0.0,217,8760,0,3288,0.3042666013176887,0.0,1.0
57,0,RT44HC,True,1.0808219849719307,0.9656327256756869,-0.49833869525471064,0.8784300177187836,0.31922328341680506,-1.4335958731595357,rajasthan,0,RT44HC,single-layer,23.696404126840463,1489.9463811211888,0.5684315115261414,2972,1028.3019327313373,6.703113540938934e-07,1571.9458119980332,82.35092883994636,36.95835414212483,36.96688345623179,0.00017884510974246835,1.225217894247827,72.114015328257,62.133437627134846,0,0.0,319,8760,3144,41661,0.3664148113069992,0.0,1.0
58,0,RT44HC,True,1.0498105362623766,1.0092250108970247,0.7436342722516973,1.132451242681851,0.37533875181517506,-1.5166386124336957,rajasthan,0,RT44HC,single-layer,23.613361387566304,1658.1484716987843,0.5016895152357281,2656,1536.6427492553394,6.860103210871486e-07,1725.8375116869292,68.08423776890454,35.935084694336226,35.94391253036242,0.001247889374872273,1.225217894247827,72.1141801276916,62.14453994906172,0,0.0,316,8760,1797,35299,0.3308517207312941,0.0,1.0
59,0,RT44HC,True,1.0545683292723151,1.0365048318607537,-0.7807051171725323,1.124357475906881,0.15793489154829765,1.351346609068249,rajasthan,0,RT44HC,single-layer,26.481346609068247,1588.2432409570245,0.5354374058572626,3073,1231.5977749835852,6.644350972475207e-07,1677.1009278999238,89.1683579491945,36.42990784708503,36.43694863990135,0.005166100243681199,1.225217894247827,72.12224294448423,62.154140167804,0,0.0,322,8760,3420,43193,0.377841265100265,0.0,1.0
60,0,RT44HC,True,0.9796452066919773,0.9646532232988165,-0.3218119933069876,1.011470520670097,0.003609529623849528,-0.7548034536721766,rajasthan,0,RT44HC,single-layer,24.37519654632782,1517.314201547746,0.5268644623102855,2774,1256.7227017013495,6.770358762351289e-07,1594.7176595652536,77.75406001874956,33.83488862425502,33.84318366038193,0.0013502235002309142,1.225217894247827,72.11471950159931,62.12304882540431,0,0.0,317,8760,1485,35765,0.3472648187451883,0.0,1.0
61,0,RT44HC,True,0.9778736309668112,0.9475567741170158,0.9607546592607719,1.04508064557751,-0.10538145281319233,-0.08105657394961296,rajasthan,0,RT44HC,single-layer,25.048943426050386,1543.9504583439846,0.528137122761067,2420,1252.6863898819083,6.994522964917379e-07,1611.0179653821015,67.36622205960677,30.16693391331674,30.174764307612225,0.0005358520516423191,1.225217894247827,66.84298464114198,62.05635095621972,0,0.0,248,8760,0,7185,0.3483663887564539,0.0,1.0
62,0,RT44HC,True,1.065211056265738,1.017357923069361,-1.4695042456655933,1.144586689437659,0.15682458618095096,1.9559848358321315,rajasthan,0,RT44HC,single-layer,27.08598483583213,1536.2960480323627,0.5265192375564389,3014,1236.1034237450265,6.615509952449134e-07,1628.7541759486915,92.79659316924092,36.34896007981651,36.35563458437415,0.008908994449918325,1.225217894247827,72.1216778706677,62.14768900839021,0,0.0,321,8760,2651,40535,0.37283160919266434,0.0,1.0
63,0,RT44HC,True,1.0721753713447684,0.9560453666169528,-0.7676841129778186,0.9890609824203402,-0.37741567163405654,1.2516163909646494,rajasthan,0,RT44HC,single-layer,26.38161639096465,1472.3334951780478,0.5529346225121123,2786,1048.2066821504216,6.81011109964925e-07,1555.6919304359353,83.60018599507434,33.4885969452499,33.49559030036762,0.001396166298503826,1.225217894247827,68.27658441384365,62.086305929057474,0,0.0,277,8760,0,13022,0.38680278689354486,0.0,1.0
64,0,RT44HC,True,0.9303744966300289,1.048280285131628,-1.2910720988796913,0.8903144546654242,-0.3507573766800546,1.133090627693055,rajasthan,0,RT44HC,single-layer,26.263090627693053,1570.396486161192,0.6083227217628375,3528,831.9181534417324,6.77341857644904e-07,1667.8235416138207,97.65198268710175,32.35825006824102,32.36519748818957,0.000523595445871646,1.225217894247827,72.07740025122982,62.133090177472184,0,0.0,313,8760,47,33575,0.4544743543753304,0.0,1.0
65,0,RT44HC,True,0.903930589048005,0.9624508215574081,-0.8420052291334068,1.106427074600437,-0.03342643804160017,1.3022743322664212,rajasthan,0,RT44HC,single-layer,26.43227433226642,1508.841817365627,0.5183028140366248,2455,1259.988139660004,6.845869521186946e-07,1588.2573161942794,79.69779490121178,28.58330770787132,28.590334408659906,0.0037459189230525606,1.225217894247827,66.0721908528803,62.07665248278421,0,0.0,257,8760,0,6386,0.3585757824064717,0.0,1.0
66,0,RT44HC,True,1.0444076150307906,0.9504345531332563,0.5829046750578115,1.1283654591170063,-0.2330618950840313,-1.2325762140563081,rajasthan,0,RT44HC,single-layer,23.89742378594369,1586.521710019365,0.4904358217399527,1963,1544.8808620995344,7.067443485091337e-07,1646.8934435778208,60.745531540604496,29.253999435385424,29.262655041642727,0.0008845872577361023,1.225217894247827,64.58498547599352,62.04433023529471,0,0.0,208,8760,0,1473,0.2873771271468119,0.0,1.0
67,0,RT44HC,True,0.9183757259366705,1.06952201549224,0.8487043276142758,0.9565671207625118,0.39571068143351185,0.39183222233078574,rajasthan,0,RT44HC,single-layer,25.521832222330787,1636.4449456862517,0.5959576521864929,3434,958.5202227220716,6.602089183676084e-07,1723.5306057115301,87.34507869803973,33.79140358794607,33.7987916502051,0.000368379695293679,1.225217894247827,72.16001927748314,62.14446973320597,0,0.0,332,8760,7155,59338,0.4190778266254559,0.0,1.0
68,0,RT44HC,True,1.0320954009652408,1.068087455042398,1.1576892237240672,1.1015713776108387,-0.29564749302378046,-1.3682600530583118,rajasthan,0,RT44HC,single-layer,23.761739946941688,1778.3963498872545,0.5351990438636172,2681,1384.5525136948509,7.106049654401239e-07,1844.9324310569468,66.902081916203,33.697358208877034,33.706044649539066,0.0002281095124948993,1.225217894247827,68.16074258976377,62.097798851020784,0,0.0,268,8760,0,15650,0.3716663965039421,0.0,1.0
69,0,RT44HC,True,1.0410691202620357,1.0473161060618184,0.14640352643040666,1.0715449121043266,-0.24810967012297225,-1.9974663927591805,rajasthan,0,RT44HC,single-layer,23.13253360724082,1730.9983223791673,0.5275340838975483,2455,1409.5814391139263,7.072815831955924e-07,1799.0950806479943,68.4986696156598,32.62885067082409,32.63796911734823,0.00021668227667578607,1.225217894247827,67.69202813936235,62.08883007725183,0,0.0,246,8760,0,12312,0.34642306355022534,0.0,1.0
70,0,RT44HC,True,1.0248017833913283,1.0186526963837965,0.8466948039050379,0.8333449206290195,0.3609927006219068,0.924347689699069,rajasthan,0,RT44HC,single-layer,26.054347689699068,1508.2671576202551,0.6355788149544515,3570,732.5694677066842,6.500428627442721e-07,1600.638920131881,92.57715099712159,36.707058794193685,36.71385671859227,0.00010959238691420074,1.225217894247827,72.15198151543804,62.13978786869609,0,0.0,333,8760,7812,63105,0.43633498008232996,0.0,1.0
71,0,RT44HC,True,1.000665342262076,1.0231361552889262,-1.3879543918497985,0.9175978705341514,-0.25103694612349103,0.11954859730140299,rajasthan,0,RT44HC,single-layer,25.249548597301402,1564.7856191358742,0.5827691397407031,3153,962.7570083942303,6.813453668847436e-07,1654.7902141964523,90.28674452788259,33.27415566527362,33.28180716568975,0.0004217572253239908,1.225217894247827,71.27764909663694,62.11601250757155,0,0.0,294,8760,0,23904,0.41691991798862904,0.0,1.0
72,0,RT44HC,True,1.0554016348302944,1.0449997585735158,0.25104561467082753,0.960774474944279,-0.28469521853555735,0.39916593584883175,rajasthan,0,RT44HC,single-layer,25.52916593584883,1639.8167536632568,0.5852504442837513,3311,987.8767950047234,6.906762851285185e-07,1723.22304484959,83.67021562351351,35.39965815140111,35.40712144051735,0.0002644066875380351,1.225217894247827,71.90102545340113,62.100056651202,0,0.0,300,8760,0,27190,0.43020889540782564,0.0,1.0
73,0,RT44HC,True,1.0643910155883152,1.0327729589166106,1.4876222409512012,1.126979020878883,0.4055538307795382,-0.8512144170843858,rajasthan,0,RT44HC,single-layer,24.278785582915614,1688.383926837968,0.5214231680997377,2876,1422.9628080917178,6.831984226184891e-07,1757.344359625125,69.31428642207054,36.82167188931641,36.83003905257503,0.0010707344230814083,1.225217894247827,72.12613524324196,62.148149650503996,0,0.0,320,8760,2895,40315,0.35332716423703914,0.0,1.0
74,0,RT44HC,True,1.0319450744389436,1.0152538542068952,0.7473334809872494,1.0535711883885013,-0.28781777814237386,1.7899789109803703,rajasthan,0,RT44HC,single-layer,26.91997891098037,1601.816980109744,0.5642774483697066,3207,1056.7778428781478,6.888767508957414e-07,1682.3724215004022,80.76186926559357,34.31540790467778,34.322025729778446,0.001063744517792113,1.225217894247827,70.08015763230839,62.0889317182787,0,0.0,297,8760,0,19478,0.4239755036760074,0.0,1.0
75,0,RT44HC,True,0.9760389537722013,0.9805832582351386,-1.1646721192219807,0.926513364919324,-0.28521595822946255,0.6308896292916168,rajasthan,0,RT44HC,single-layer,25.760889629291615,1497.8681252235133,0.5730340640875089,2986,969.0378586582659,6.783562415598939e-07,1585.3217414970582,87.71094709844871,31.938092454838475,31.94541750695083,0.0005997134116389062,1.225217894247827,69.17932087146033,62.074805694886834,0,0.0,289,8760,0,18229,0.4047344716323904,0.0,1.0
76,0,RT44HC,True,1.0374354607172662,0.9344625051015047,-0.03614992220341806,1.045614689807635,-0.31322554586892104,-0.4267971577036511,rajasthan,0,RT44HC,single-layer,24.70320284229635,1508.4243306189717,0.5138910572431247,2193,1313.5410226298839,6.953705246800579e-07,1577.2865226252668,69.18710233205253,30.029517909435718,30.037613546605037,0.000796772741880745,1.225217894247827,66.305500142062,62.08710955751111,0,0.0,225,8760,0,3631,0.31831767996764554,0.0,1.0
77,0,RT44HC,True,1.0550123399689904,0.9859942708763704,1.0303198475399857,0.9037129089043845,-0.25962744354106115,0.5049768037779421,rajasthan,0,RT44HC,single-layer,25.634976803777942,1551.1800672909426,0.5949276666955112,3258,902.5929385262696,6.911842344657903e-07,1630.6127373541444,79.68156733714883,35.05684684909963,35.06416194398638,0.00011989245169854212,1.225217894247827,70.83489692720612,62.08561587414809,0,0.0,300,8760,0,24898,0.42841368731683166,0.0,1.0
78,0,RT44HC,True,0.9023955401238462,1.0314159326720629,1.1459051785021304,0.9926039010006205,-0.3149706621967455,-1.1553625587814982,rajasthan,0,RT44HC,single-layer,23.9746374412185,1687.368518624379,0.5605243751588009,2903,1167.7909514464288,7.042722610780518e-07,1757.690018326834,70.6661615618166,30.691801515630967,30.700265049482866,8.705922356933417e-05,1.225217894247827,70.7496005476074,62.087140545419444,0,0.0,288,8760,0,18733,0.3953457843409212,0.0,1.0
79,0,RT44HC,True,1.092398852364402,0.9445379782297525,-0.7915606235395698,1.0092028211062027,0.02986504269411716,-1.0720091250423947,rajasthan,0,RT44HC,single-layer,24.057990874957603,1485.6656515159418,0.5144105521496583,2620,1306.702985796199,6.780972176933957e-07,1562.258279954393,76.96443643688778,36.388425672477915,36.39692654706816,0.0016324425254112581,1.225217894247827,72.10111722682636,62.130876512459096,0,0.0,307,8760,839,32535,0.3305129555144424,0.0,1.0
80,0,RT44HC,True,0.9374802691738556,1.0268413909589575,1.3920496624766452,1.135825401078937,-0.27689333471611033,-1.6211043773490195,rajasthan,0,RT44HC,single-layer,23.50889562265098,1736.4242045563124,0.5123412928729567,2337,1515.643759198231,7.143196605440416e-07,1796.5093363281323,60.46937341954274,30.23213677090452,30.24101826650475,0.00034071262873019845,1.225217894247827,67.05971885907762,62.066934881762975,0,0.0,242,8760,0,8027,0.3357848077196816,0.0,1.0
81,0,RT44HC,True,1.0965018881406576,0.9381470523004468,1.3658251412365314,0.8422042927784258,0.4206539410862945,-0.11260995007513142,rajasthan,0,RT44HC,single-layer,25.017390049924867,1446.8054069259872,0.6001266791821791,3184,856.846315876221,6.68295714178876e-07,1526.3055893049652,79.7671139945656,37.86311004617589,37.8706534751651,5.702558747130622e-05,1.225217894247827,72.10715864791257,62.13812813899439,0,0.0,325,8760,3981,45800,0.3944828508560449,0.0,1.0
82,0,RT44HC,True,1.0430588520397757,1.0539608191961836,-0.967226227160656,0.9545997439591039,0.1688185337411351,-0.06197711444900911,rajasthan,0,RT44HC,single-layer,25.068022885550988,1589.3586668544806,0.5783734275017689,3233,1021.4344699917308,6.592081672875658e-07,1681.4311438067464,92.37162292328743,36.71086088539453,36.718631045331925,0.0008345771056659075,1.225217894247827,72.15159327734821,62.14731057766947,0,0.0,326,8760,5625,51099,0.39638966664433783,0.0,1.0
83,0,RT44HC,True,0.9870905871270128,1.0062541055107945,0.06010691650309408,1.0436142812168165,-0.30591075662899014,1.446010500250079,rajasthan,0,RT44HC,single-layer,26.576010500250078,1577.832143667451,0.5570831956124329,3030,1084.318059859868,6.880835218610136e-07,1659.65002598155,82.04699481846963,32.74918328779486,32.75605071000875,0.00118336932627371,1.225217894247827,69.55131611351213,62.08819903349431,0,0.0,292,8760,0,17040,0.4099861007870361,0.0,1.0
84,0,RT44HC,True,0.9351955955553826,1.0284208756741497,-1.3771297998313257,0.9830061889271462,0.04738033040617062,0.8976264668405074,rajasthan,0,RT44HC,single-layer,26.027626466840506,1533.0272359220094,0.5684022301898575,3204,1024.868046871283,6.574899251455793e-07,1627.8942406648641,95.14269828410241,33.36898797865057,33.3761869564065,0.002360647749544154,1.225217894247827,72.12411141304536,62.1303016084281,0,0.0,324,8760,4468,47333,0.39618964251408567,0.0,1.0
85,0,RT44HC,True,1.055011915831996,0.9978756734907505,0.1611571857662364,1.0788125160264097,0.17325361802375328,-0.5660140601015611,rajasthan,0,RT44HC,single-layer,24.563985939898437,1588.6964827161507,0.5206392140788697,2811,1345.5985649478023,6.785879997568476e-07,1664.207958871887,75.85950581186715,36.067810347907695,36.07599893244673,0.0016771464568298578,1.225217894247827,72.12117489145292,62.14860078142307,0,0.0,317,8760,2083,37713,0.34784919702970096,0.0,1.0
86,0,RT44HC,True,0.9187654244352688,1.0470318735840314,-0.5055990612431887,0.8933487286981769,0.2967962780739126,0.0023766933346029973,rajasthan,0,RT44HC,single-layer,25.132376693334603,1562.2659270146014,0.6011110943815017,3372,901.4252947689833,6.568209063862168e-07,1655.2279216564364,93.23716521788468,33.46787401326807,33.475463621650874,0.00031384244638482114,1.225217894247827,72.16040529547226,62.13711462024026,0,0.0,331,8760,6687,55654,0.41326476934820155,0.0,1.0
87,0,RT44HC,True,0.9599949163359689,1.0487002668300818,1.1990342059232768,1.1822813382426334,0.2468559315793072,0.770239499995165,rajasthan,0,RT44HC,single-layer,25.900239499995163,1678.067287756028,0.5258836492144682,3028,1363.1527731815854,6.761411583168971e-07,1754.36850225243,76.6008633120373,34.25187374346294,34.25922115739437,0.002850307643842946,1.225217894247827,72.13164403598068,62.15987760334744,0,0.0,324,8760,3606,43528,0.3741457105794431,0.0,1.0
88,0,RT44HC,True,1.0467749365325136,1.0600242523864651,1.267613944964502,0.9975200281669218,-0.22975635508908188,1.100150258495002,rajasthan,0,RT44HC,single-layer,26.230150258495,1682.1050838534968,0.5889768523252148,3474,979.8498791453588,6.943041340236518e-07,1763.4308761194836,81.55184005161217,35.827574624709385,35.83458514486388,0.0002629317136808087,1.225217894247827,72.05100432986077,62.118292433711844,0,0.0,308,8760,27,30013,0.44791206263128674,0.0,1.0
