draw,regime_id,pcm_id,valid,latent_heat_mult,annual_ghi_scale,annual_tamb_offset_C,demand_multiplier,timing_shift_hours,mains_delta_C,state,cluster_id,pcm_name,mains_temp_C,useful_energy_kWh,solar_fraction,delivery_temp_hours,unmet_energy_kWh,pump_energy_kWh,collector_energy_kWh,loss_energy_kWh,charge_energy_kWh,discharge_energy_kWh,residual_pct_of_collector,pcm_mass_kg,max_water_temp_C,max_pcm_temp_C,n_safety_violations,final_f_melt,complete_melt_cycles,n_hours_simulated,mean_f_melt,min_f_melt,max_f_melt
8,1,Myristic acid (C14),True,0.972925613280591,1.0351933807224059,0.18830404032107848,0.9257166265829098,0.1284928487286614,-0.8175012875343022,uttarakhand,1,Myristic acid (C14),6.632498712465698,1588.4491954896434,0.3098827206009306,93,3537.239198085179,2.4096654218029513e-11,1666.0123405453476,78.93215021231282,2.442046664330203,2.450279691305171,0.0004306865178283749,0.43068941783878667,55.704654689872804,53.56818953493973,0,0.0,0,8784,0.0013724954194904175,0.0,0.7565713092132246
9,1,Myristic acid (C14),True,0.997411231568637,1.0150189071698699,0.3704477141945424,1.0163052731862696,-0.4963721863669993,0.6830517813045476,uttarakhand,1,Myristic acid (C14),8.133051781304548,1546.4204427613279,0.28399035210413104,102,3889.675951989032,2.4344223473869825e-11,1621.2813261072663,76.19490518032649,2.483068390844118,2.491017396596551,0.003266389282705519,0.43068941783878667,60.041164166699915,53.92282544388239,0,0.0,0,8784,0.001177998756104746,0.0,0.9022860784421853
10,1,Myristic acid (C14),True,0.9294887914095569,0.9969595017369542,0.5333253515263164,0.9996964607182678,-0.2660970095759233,-0.6730207826422894,uttarakhand,1,Myristic acid (C14),6.776979217357711,1547.2475869986818,0.280169271108047,68,3971.1173033890946,2.4499474362249506e-11,1615.0395162455654,69.17625035158926,2.3920618382370766,2.4002719835845583,0.0017971514205849589,0.43068941783878667,57.76600059747944,53.05043982071234,0,0.0,0,8784,0.0003743619737226692,0.0,0.5040308006905815
11,1,Myristic acid (C14),True,0.9033637222914312,1.0017871610261506,-1.0745911135574644,0.8546095919832633,0.1947370818587717,0.5948188032900776,uttarakhand,1,Myristic acid (C14),8.044818803290077,1459.4372585603846,0.3187681676000812,115,3118.5115775492595,2.3617898965925733e-11,1549.8326105971564,91.69281764683296,2.372235473663662,2.3801944939408264,0.0008688741082559391,0.43068941783878667,56.579222999167634,55.535723958473554,0,0.0,1,8784,0.00240931402982072,0.0,1.0
12,1,Myristic acid (C14),True,0.9132234620387499,0.9467198770085666,0.02140015394186519,0.896245395777738,-0.3769884612867541,0.43851276186389043,uttarakhand,1,Myristic acid (C14),7.888512761863891,1409.5141014330343,0.29222803995129776,64,3410.514761489867,2.4138522548061498e-11,1485.801113487011,77.60081468699154,2.2725224517926894,2.280506295265708,0.0015359186868372776,0.43068941783878667,57.39632147546757,53.32832700988161,0,0.0,0,8784,0.00035916865193665596,0.0,0.608277168725176
13,1,Myristic acid (C14),True,1.0681033091935297,1.0005689345025361,0.47993425149193747,0.984382551783489,-0.31017353060877373,0.823844289995173,uttarakhand,1,Myristic acid (C14),8.273844289995173,1514.3798628350862,0.2881883378507001,99,3732.814805947393,2.4272709245554785e-11,1589.810326791216,76.74419619782843,2.4210665657694266,2.4289822247494772,0.0026508873621912637,0.43068941783878667,58.462646102905715,53.397709792889565,0,0.0,0,8784,0.0007459972469176992,0.0,0.6509773685847381
14,1,Myristic acid (C14),True,0.9375874177621593,0.9702651806780065,0.13794976187120575,1.1551443734959213,-0.3881083629444033,1.1064602364579548,uttarakhand,1,Myristic acid (C14),8.556460236457955,1500.044761236148,0.24527526790570053,32,4612.971320057177,2.4391032786949637e-11,1568.6452494710422,70.04645189772356,2.1913322251350427,2.19921292713049,0.011748306336753929,0.43068941783878667,55.685637089445436,52.52719180006105,0,0.0,0,8784,0.00011416567973548548,0.0,0.26313128079435955
15,1,Myristic acid (C14),True,0.9797821846143662,0.9769767825560262,-0.667894266325966,0.9453529481156864,-0.34513174892588117,-0.6348806973327781,uttarakhand,1,Myristic acid (C14),6.815119302667222,1477.7894804190296,0.2832734436676817,52,3735.7539709376715,2.429533374687652e-11,1552.158508250212,75.75118678651933,2.335049386851207,2.343254146988337,0.0018272276701770539,0.43068941783878667,56.83018412023212,52.81564054542463,0,0.0,0,8784,0.0003036039032386516,0.0,0.392261236463423
16,1,Myristic acid (C14),True,1.001330285069938,1.0191874278174198,0.0681186369675853,1.1214423386021677,-0.2915328432864739,1.4893108067780467,uttarakhand,1,Myristic acid (C14),8.939310806778046,1551.0860907641297,0.26334922249264336,82,4330.7578157719845,2.4323419334723794e-11,1626.1963150889517,76.50436159001981,2.3638749578704026,2.3716782862392667,0.009496571582024972,0.43068941783878667,59.307653145793765,53.70587903358599,0,0.0,0,8784,0.0007063432644677965,0.0,0.8263200252204693
17,1,Myristic acid (C14),True,1.0915738418102083,1.020089653087671,-1.184487445133305,0.9948721330913282,0.40577004448968956,-1.1228869955055587,uttarakhand,1,Myristic acid (C14),6.327113004494441,1563.9725611938563,0.28193000308475913,32,3983.3183087424236,2.402487993797489e-11,1641.3400585759937,78.7761088108171,2.2733042316687424,2.2816215829295254,0.0013878834838767634,0.43068941783878667,52.74981318028008,52.116384628494515,0,0.0,0,8784,2.001489353976092e-05,0.0,0.05645138328412777
18,1,Myristic acid (C14),True,0.9352336847010166,1.0155557627902478,-0.8413883590341849,1.0407545222032482,0.4831737138383536,1.3890024951857862,uttarakhand,1,Myristic acid (C14),8.839002495185786,1519.2253785073374,0.27775514747978336,42,3950.1875535359754,2.3805136218242182e-11,1603.3989752488562,85.48838404780437,2.1872535736332064,2.1950904999689036,0.004084923274424798,0.43068941783878667,53.93698493674567,52.58887780364988,0,0.0,0,8784,0.00021987544772225873,0.0,0.29380979738972685
19,1,Myristic acid (C14),True,0.9732496457268985,0.9652716132086835,-0.7688362712726088,1.0446007600017242,-0.29267385533026946,-0.7485148641103581,uttarakhand,1,Myristic acid (C14),6.701485135889643,1486.6629759753187,0.2573619494332736,23,4288.442571155226,2.440845625348467e-11,1555.291215499433,70.06148758195586,2.2405128792444007,2.2487549791803825,0.0044237830056626706,0.43068941783878667,55.343223264871106,52.41333517611518,0,0.0,0,8784,7.558355480536776e-05,0.0,0.20472624020141172
20,1,Myristic acid (C14),True,1.034833343499571,1.0540890764745672,0.8770206350211844,0.8129717948332542,-0.24210876693385164,-0.17589972738381254,uttarakhand,1,Myristic acid (C14),7.274100272616188,1564.7010137896814,0.35022139893356685,209,2881.583200229789,2.430703607514409e-11,1648.8624838079636,85.47911639636456,3.1759397202048483,3.1840064735515643,0.0001869825548630458,0.43068941783878667,62.777753309552246,61.57298706102692,0,0.0,4,8784,0.006389177085804838,0.0,1.0
21,1,Myristic acid (C14),True,0.9485158532877782,1.0178112632463936,-1.1477697249441317,1.012778258093556,-0.11621167991898562,-1.3594947747295256,uttarakhand,1,Myristic acid (C14),6.0905052252704746,1560.8224807873164,0.2746342552470259,57,4118.403698549144,2.4448764273080342e-11,1633.7179008198145,74.33511756067384,2.4106385142900124,2.418998631836436,0.002553863070366711,0.43068941783878667,58.43123665040257,53.47661972538585,0,0.0,0,8784,0.0004100623236186103,0.0,0.7069554473423725
22,1,Myristic acid (C14),True,0.9965179929799681,0.9928076588810112,-0.21637808729082092,1.04421989583354,-0.2306470346403534,0.43987964139112146,uttarakhand,1,Myristic acid (C14),7.889879641391122,1513.400335339432,0.2693032508445823,66,4102.1797359553975,2.4329140472989228e-11,1586.7952914727814,74.76822265348625,2.3117991259152557,2.3198054112936504,0.004783181153127703,0.43068941783878667,57.13919929832069,52.88545701358568,0,0.0,0,8784,0.0002927677449631319,0.0,0.42278316281497375
23,1,Myristic acid (C14),True,0.9767496862453093,0.9648674471660764,0.3175873284947793,1.0685580014048772,0.24407685616820807,-1.9872266478617595,uttarakhand,1,Myristic acid (C14),5.462773352138241,1556.0915117346942,0.256099863263079,0,4519.9639644409845,2.4300014678184622e-11,1615.9263190796792,61.28788676971573,2.198828162248879,2.207313578330884,0.0012091551903356788,0.43068941783878667,49.55615648044421,49.50848006143521,0,0.0,0,8784,0.0,0.0,0.0
24,1,Myristic acid (C14),True,1.0994200002805512,1.0061047549347861,0.2294302626636841,0.8908849518455011,0.0676129521863017,-0.9495231288878951,uttarakhand,1,Myristic acid (C14),6.500476871112105,1538.7701672565186,0.31098829379563875,85,3409.037535503808,2.4020459058406252e-11,1615.3299973006947,77.9311938967312,2.385018722270978,2.3932664354036755,0.00033068558411073043,0.43068941783878667,55.094021671152994,53.079594285860466,0,0.0,0,8784,0.0009406477024488625,0.0,0.5166550025093808
25,1,Myristic acid (C14),True,0.9173453228440451,0.9800726638291933,-0.9111521597258886,0.9377956338392487,-0.26498009275298917,-0.20145217075239907,uttarakhand,1,Myristic acid (C14),7.248547829247601,1461.6880241899469,0.2852639898331293,61,3658.506277715023,2.420353548289374e-11,1539.4237006514952,79.10003748533732,2.32250953001143,2.330631149324551,0.0022206868269293036,0.43068941783878667,56.60364425874547,52.9470800954316,0,0.0,0,8784,0.0003730869567041481,0.0,0.44235020175031864
26,1,Myristic acid (C14),True,1.0262505333189837,0.9536287938761008,0.06850786498032617,1.0266234736744213,-0.3274117974946775,0.8998702911104175,uttarakhand,1,Myristic acid (C14),8.349870291110417,1446.3593889461142,0.2647726522168675,38,4013.7310172166226,2.426906852120464e-11,1518.416356252138,73.40572774699098,2.2053608187972396,2.213271075559471,0.0051819562458885905,0.43068941783878667,57.463399452834466,52.81216156536361,0,0.0,0,8784,0.0001563364583857602,0.0,0.40071770612651686
27,1,Myristic acid (C14),True,1.0819726850639202,1.0667509737971235,0.8687687377385692,1.1293262608723884,0.04390682838845095,1.499272832419761,uttarakhand,1,Myristic acid (C14),8.949272832419762,1652.0760016830802,0.27910024602365113,63,4266.917268495856,2.409145318324304e-11,1729.2020624087763,78.4355635327156,2.31551559472354,2.323327414432768,0.0038964687197222663,0.43068941783878667,54.10111338511206,52.564032104177485,0,0.0,0,8784,0.0003865729942300957,0.0,0.28087497460606337
28,1,Myristic acid (C14),True,1.0308879216441804,0.9695496905377743,0.204346807425126,0.9664466701402923,-0.3870899200609911,-1.5136958640046538,uttarakhand,1,Myristic acid (C14),5.936304135995346,1511.356813081759,0.2778222335211641,39,3926.467365333308,2.4517417932263403e-11,1576.6879550665838,66.75239857997873,2.3363841643708216,2.3447597878198296,0.0011995646637978834,0.43068941783878667,55.40572375191428,52.55112742667354,0,0.0,0,8784,0.000110215115521609,0.0,0.2670673164695756
29,1,Myristic acid (C14),True,1.0866390139545128,1.080587974324519,0.8047340871611618,0.8686633454703959,-0.07734668372999132,-1.2140367539400967,uttarakhand,1,Myristic acid (C14),6.235963246059903,1643.4483444697385,0.33632900942418475,179,3221.22283010015,2.4473469188314597e-11,1721.8420317734326,79.77297888165185,3.208072845445255,3.2163545618353617,0.00021259339171791043,0.43068941783878667,63.626021097089776,62.27863831476414,0,0.0,3,8784,0.005533617006742769,0.0,1.0
30,1,Myristic acid (C14),True,1.0920271833149902,1.0712600472837146,0.8974474682020744,0.8546148875464218,0.1070302688263488,0.8845110576353439,uttarakhand,1,Myristic acid (C14),8.334511057635344,1591.9933430860049,0.3499326730273157,277,2955.3188135628448,2.382646046086737e-11,1681.0127928215684,90.2828984050846,2.9601568708296804,2.9680281979203817,0.0002643294783528595,0.43068941783878667,59.81961908940895,59.73510268187777,0,0.0,11,8784,0.009846771227896291,0.0,1.0
31,1,Myristic acid (C14),True,0.9836365358211914,1.0171678600037135,0.20942567396060457,1.171674269242798,-0.480142207625621,0.18893524414002938,uttarakhand,1,Myristic acid (C14),7.638935244140029,1595.6714290351865,0.2515741304168435,53,4742.655882482514,2.4594913350583066e-11,1662.4271042786618,68.20937311000412,2.3413115356749783,2.34936972361497,0.008517923833131382,0.43068941783878667,59.70996758335265,53.4331299347345,0,0.0,0,8784,0.00029461468311355943,0.0,0.7114955034164782
32,1,Myristic acid (C14),True,0.9160348144524422,0.9614711123362415,-0.8094022807072031,1.0520912231090411,0.41960126290886135,-1.4315758787302686,uttarakhand,1,Myristic acid (C14),6.018424121269732,1506.9356070208462,0.2550713376881105,2,4400.86383995542,2.4130460944142315e-11,1574.341644788169,68.8459831886325,2.146898705005417,2.1552871647242364,0.002153474049746232,0.43068941783878667,50.50527037181135,50.45253415615657,0,0.0,0,8784,0.0,0.0,0.0
33,1,Myristic acid (C14),True,1.0461801472349475,1.0091045403642642,0.14227112836706243,1.1128340367570686,0.07278841019124227,-0.6087164693765041,uttarakhand,1,Myristic acid (C14),6.841283530623496,1597.3579477439253,0.26049014997724995,14,4534.630942265437,2.418559191288e-11,1665.209199406958,69.25386433392242,2.2240305228908355,2.232253944460363,0.0026123170380423404,0.43068941783878667,52.503956452101185,52.05220578513779,0,0.0,0,8784,3.7675449767498224e-06,0.0,0.026071530976369987
34,1,Myristic acid (C14),True,0.952790740647205,1.0401720101668062,-0.962399718649861,1.0980960417343635,-0.4362695064092531,-0.7451702718302808,uttarakhand,1,Myristic acid (C14),6.704829728169719,1604.743058342482,0.2640417379535519,76,4467.165335370026,2.4479190326581685e-11,1677.078956292912,73.79040756054853,2.423058736009645,2.4313032687838794,0.005331548000890833,0.43068941783878667,59.42036190131269,53.47446085458337,0,0.0,0,8784,0.0004774355394165535,0.0,0.7202621029877053
35,1,Myristic acid (C14),True,0.93406775741229,1.0121738678234196,0.2233334921866662,1.1269526002314247,-0.1847671787890336,0.22179118206699666,uttarakhand,1,Myristic acid (C14),7.671791182066997,1575.8331367561668,0.2584628573299862,65,4516.141216191762,2.4537441916191324e-11,1644.091471124301,69.67703653203199,2.351110729812439,2.3591611960527645,0.006616008696309426,0.43068941783878667,58.02477014499633,53.07806878662159,0,0.0,0,8784,0.00035259381271950335,0.0,0.5324291700583554
36,1,Myristic acid (C14),True,1.0300705288368257,1.0663413916056752,0.9137151804464386,0.980015232290188,-0.02991424546175714,-0.8466697446184503,uttarakhand,1,Myristic acid (C14),6.60333025538155,1653.7164938685075,0.3033150392436046,144,3782.898841318673,2.458347107405143e-11,1725.291037486888,72.95264155943565,2.836424297299207,2.844659368591917,0.0009113639925262169,0.43068941783878667,62.583590368751985,60.55549512568484,0,0.0,3,8784,0.0026754312353322015,0.0,1.0
37,1,Myristic acid (C14),True,1.072770019262954,1.0594581561604832,0.7842848079157786,1.1598295041147086,-0.26971205922828534,0.14200086282833935,uttarakhand,1,Myristic acid (C14),7.592000862828339,1668.0638716992876,0.26499483142884206,103,4615.634289586714,2.468749176978364e-11,1735.444405820157,68.79682141183292,2.5521076416829676,2.560168952088691,0.005953395725436203,0.43068941783878667,59.94235986172591,53.518905928591806,0,0.0,0,8784,0.0010346850769215015,0.0,0.7498604687929105
38,1,Myristic acid (C14),True,1.0813501644669004,1.0225305908982603,0.17974025103460115,0.910218323458145,-0.2528896703635696,-0.9967207776645739,uttarakhand,1,Myristic acid (C14),6.453279222335427,1558.093601572738,0.3070465120735618,122,3506.744940592121,2.4377510096503648e-11,1632.8044744578033,76.09082485844444,2.614918846979273,2.6231780268871456,0.000654714767699513,0.43068941783878667,60.50764287592875,54.92409518022811,0,0.0,0,8784,0.0013613898408577916,0.0,0.9267110878999859
39,1,Myristic acid (C14),True,1.055375316242074,1.017034991670189,-0.2179498555290424,1.192071788626946,0.1058902714345078,0.3666635641622058,uttarakhand,1,Myristic acid (C14),7.816663564162206,1596.9908167315473,0.24873099416908517,8,4823.228891108638,2.417310942939222e-11,1668.067100356822,72.49451172144785,2.1653268058204733,2.1733713112871684,0.006592503361477614,0.43068941783878667,51.36161504445861,51.3081997248277,0,0.0,0,8784,0.0,0.0,0.0
40,1,Myristic acid (C14),True,0.9398287398307424,0.9589721355578218,-0.8208965396437302,0.9167556739804187,-0.354485952013442,-1.05370729420624,uttarakhand,1,Myristic acid (C14),6.39629270579376,1447.975147768969,0.283569247103703,43,3656.371417080877,2.4284411573824935e-11,1521.303057006953,74.72616846783228,2.2886100416590587,2.296894599278529,0.0014317498053667205,0.43068941783878667,56.536652845396574,52.8822628100982,0,0.0,0,8784,0.00016156023209769116,0.0,0.4190585478866352
41,1,Myristic acid (C14),True,0.9745890866828454,1.0261438366265876,0.14587109137402268,0.8301726736232335,0.33611028478847027,1.7139398282715912,uttarakhand,1,Myristic acid (C14),9.163939828271591,1485.4439762223085,0.3430363241920651,218,2843.496446720808,2.3525060494985573e-11,1578.9312526176495,94.71105905181128,2.6644047635195984,2.6721227424026,0.0005278353879801637,0.43068941783878667,59.446555918077074,59.301033120487155,0,0.0,9,8784,0.007304037385052836,0.0,1.0
42,1,Myristic acid (C14),True,1.0939660582371726,1.0257382928157202,-0.8320010798000675,0.8028576952279025,0.3126871804067687,0.21054736337576374,uttarakhand,1,Myristic acid (C14),7.660547363375764,1487.48335225025,0.3426274281385575,178,2852.951945406906,2.3576810791111894e-11,1580.5518527243248,94.37112221211902,2.646076289754801,2.654084315273484,0.000298561751714704,0.43068941783878667,58.6019150584556,58.219942074360986,0,0.0,4,8784,0.005486956661797919,0.0,1.0
43,1,Myristic acid (C14),True,0.964210053123656,0.9469087556531892,0.19609839989856778,0.914978534640632,0.2879705662832538,-1.794984266045331,uttarakhand,1,Myristic acid (C14),5.655015733954669,1481.339182896933,0.2859549921188459,13,3698.9636318073285,2.4146064048502034e-11,1548.4953177334487,68.57712110933346,2.2172136026121994,2.2256345769332384,0.00037182250511470295,0.43068941783878667,52.09147067999299,52.001435587580914,0,0.0,0,8784,0.0,0.0,0.0
44,1,Myristic acid (C14),True,1.0157261143237972,1.0258071973452383,0.09558383007394192,0.9300233483717842,0.4275321909110841,1.0241470605984908,uttarakhand,1,Myristic acid (C14),8.47414706059849,1532.9353206326095,0.3108643330332538,101,3397.943901222692,2.3834522064786433e-11,1617.7456222989151,86.08978595158938,2.38065283212276,2.388534062435729,0.001090814979186246,0.43068941783878667,56.135840717581864,53.81159427071842,0,0.0,0,8784,0.0015885021748141992,0.0,0.8834265632290407
45,1,Myristic acid (C14),True,0.9485739389129333,0.9421502204568857,0.08276545170701172,0.9808840061978734,-0.2660260236810812,0.6662764828857024,uttarakhand,1,Myristic acid (C14),8.116276482885702,1424.4311297470438,0.27141292900996805,41,3821.584447882097,2.4230840915523163e-11,1496.795121632724,73.69940851477274,2.2009224603245983,2.2088772302131647,0.003520036194427776,0.43068941783878667,55.38477652498356,52.39149453239238,0,0.0,0,8784,0.00010514964341800473,0.0,0.19154614237152226
46,1,Myristic acid (C14),True,0.914278305648361,1.0717748699523868,0.9470523602583725,1.1872612165944914,-0.35105065256956514,-1.1109043654687638,uttarakhand,1,Myristic acid (C14),6.339095634531237,1727.0171108942425,0.26047916060932264,90,4894.276359550452,2.4941042215629362e-11,1787.9535843390852,62.39863425381831,2.5808262092091407,2.58913329656146,0.004438081063401699,0.43068941783878667,60.65818037093034,54.85108500902921,0,0.0,1,8784,0.000904757060604842,0.0,1.0
47,1,Myristic acid (C14),True,0.9793703044491479,0.9912174658435782,0.14592103296733355,0.933412853169869,-0.4261814014691909,-1.5254241682023157,uttarakhand,1,Myristic acid (C14),5.924575831797684,1530.9388403200514,0.2911208772840075,72,3723.4157098787796,2.4514557363130594e-11,1599.8532655711656,70.32812318781532,2.430880696247921,2.4392522061335518,0.0007816226525857204,0.43068941783878667,57.60445464949919,52.99247118618873,0,0.0,0,8784,0.0004481277701483281,0.0,0.4748021764708779
48,1,Myristic acid (C14),True,1.0380131127078647,0.9633122225461711,0.45529008129493537,1.0695550568835004,-0.11313999168361988,-1.733058158687812,uttarakhand,1,Myristic acid (C14),5.716941841312188,1540.7852424892662,0.2547401660611587,24,4506.584612518177,2.4783970965075322e-11,1598.756303567323,59.42740257613765,2.296503178413153,2.3049284457428474,0.0024959678226248684,0.43068941783878667,55.28409373340299,52.309328897778265,0,0.0,0,8784,4.7993869146818765e-05,0.0,0.15148693193429313
49,1,Myristic acid (C14),True,0.9012579966036192,0.9796397180657178,0.37430097037966026,0.9836642127106925,0.1580975845879632,-1.8304097108249353,uttarakhand,1,Myristic acid (C14),5.619590289175065,1552.2317561704701,0.2784941195025219,17,4021.398550085586,2.4243323399010993e-11,1617.4255740091455,66.62374420418675,2.2591888649954783,2.2676302353421747,0.0005503285851209133,0.43068941783878667,51.68617577199311,51.641748568648154,0,0.0,0,8784,0.0,0.0,0.0
50,1,Myristic acid (C14),True,1.0847349443795342,1.0194416012883296,-0.22551440451951507,1.0575261214376896,0.45228102595311703,1.548720130695144,uttarakhand,1,Myristic acid (C14),8.998720130695144,1540.8218391713012,0.2783152475115206,52,3995.168586133096,2.3879250963950835e-11,1622.621484405702,83.10337724876122,2.207435894380436,2.2152389185184687,0.003950046584916293,0.43068941783878667,54.24459603300587,52.63263182018526,0,0.0,0,8784,0.00022209210835226755,0.0,0.3127458798763894
51,1,Myristic acid (C14),True,1.0881544409364547,0.9638882108359048,-0.7895276207327683,0.8007166836103758,0.1863471707263511,1.6781272289689695,uttarakhand,1,Myristic acid (C14),9.12812722896897,1368.713463709569,0.3275249391604107,126,2809.821048551681,2.3417139023164005e-11,1462.4991900996492,95.01637054926665,2.324098293702726,2.3318265184898217,0.0008367150061381673,0.43068941783878667,55.85313148073636,53.631211336242714,0,0.0,0,8784,0.0025534782668857788,0.0,0.7990762009898419
52,1,Myristic acid (C14),True,1.0162884667330847,1.0124849459293148,-0.8563156995776694,1.0211396223659734,0.2519608000761149,-0.9531866613698696,uttarakhand,1,Myristic acid (C14),6.4968133386301306,1561.472378443296,0.2753085691568302,22,4110.1567798509595,2.4070388992357387e-11,1636.2094508931393,76.14177385720046,2.2424256583911983,2.250712323319411,0.001687362070267469,0.43068941783878667,52.256578725941665,52.0149072885318,0,0.0,0,8784,5.560479983945076e-07,0.0,0.0029126217846135154
53,1,Myristic acid (C14),True,0.9167919689600422,1.023143063242549,-0.10360228123186747,0.8948192268699962,0.4275424455628539,0.14405598261423513,uttarakhand,1,Myristic acid (C14),7.594055982614235,1532.7507954290904,0.3163417928787796,118,3312.0748120808526,2.382958108173919e-11,1616.4927967614426,85.05866353041249,2.442096145915952,2.4501364049855274,0.0005962663229386757,0.43068941783878667,56.82286925299118,55.923587084822465,0,0.0,1,8784,0.00241894477146343,0.0,1.0
54,1,Myristic acid (C14),True,1.0464392944373306,0.9883165970873607,-0.893696510332491,1.1614112433607753,-0.24653006992394388,0.2141692277244589,uttarakhand,1,Myristic acid (C14),7.664169227724459,1525.2140052020995,0.24284668479835403,25,4753.100576490941,2.4422499047408415e-11,1595.3393292629241,71.62914243217386,2.228094951750404,2.236155712785976,0.011969003523512722,0.43068941783878667,55.83386137278346,52.374551833351404,0,0.0,0,8784,9.193928684324188e-05,0.0,0.1754228732482713
55,1,Myristic acid (C14),True,0.9735315087462069,0.9594006920152043,0.5019366452638006,1.135945495861213,0.1482212942728559,0.8222840779953282,uttarakhand,1,Myristic acid (C14),8.272284077995328,1502.7305717924128,0.2482997949729111,5,4549.103721122933,2.406726837148544e-11,1570.8280187603,69.4590481442824,2.078258666527228,2.0862042441240263,0.005186969617724232,0.43068941783878667,50.626699450275595,50.56571487827362,0,0.0,0,8784,0.0,0.0,0.0
56,1,Myristic acid (C14),True,1.0583866581523114,0.959267909916578,-0.8158423844400633,0.9769304821127998,-0.050125908552083875,1.3404249852558077,uttarakhand,1,Myristic acid (C14),8.790424985255807,1410.0924686277579,0.2741068897758516,51,3731.071177104556,2.4102895459773467e-11,1490.3978468943003,81.63017123477913,2.200313251523514,2.2081393939638265,0.005275105632780867,0.43068941783878667,56.828876991504636,52.755585953225385,0,0.0,0,8784,0.00020721535721055615,0.0,0.35252160339357325
57,1,Myristic acid (C14),True,1.0686374232416653,0.9799874154608812,-0.8614462998068304,0.9051560096724455,0.4257735003189136,-0.609953410713854,uttarakhand,1,Myristic acid (C14),6.840046589286146,1473.9835141717213,0.2955140927635148,42,3513.7898139077,2.3852465634799985e-11,1553.616557786516,80.9984473577135,2.230577168139262,2.23877742850158,0.0008284739102747569,0.43068941783878667,53.62561306051719,52.399004507269645,0,0.0,0,8784,0.00015651445119855588,0.0,0.1994039919634024
58,1,Myristic acid (C14),True,0.9081412907299913,0.9719564036583213,0.4473400801911506,0.8662448243595229,-0.06392685556055411,1.7626102494823783,uttarakhand,1,Myristic acid (C14),9.212610249482378,1417.9316770883054,0.31328793633818286,127,3097.706776933446,2.4036322214504446e-11,1501.7539854159816,85.05984161694904,2.4635433538175597,2.4712623309278903,0.0014531082516313506,0.43068941783878667,58.37721350325003,53.92242890685977,0,0.0,0,8784,0.001709548831572231,0.0,0.8883738484653034
59,1,Myristic acid (C14),True,0.9411908708240446,0.951578214930494,0.4822107005629708,0.9737957382068794,0.08132272933437179,1.5327873624533077,uttarakhand,1,Myristic acid (C14),8.982787362453308,1436.3212615001914,0.28164663454337036,31,3663.2892185883643,2.384674449653476e-11,1513.822813818917,78.77319955479516,2.1121378512128834,2.1199298899672088,0.002322202832830603,0.43068941783878667,53.03051770836608,52.22157315729607,0,0.0,0,8784,3.985855272538556e-05,0.0,0.1050633141576499
60,1,Myristic acid (C14),True,1.0968322431573965,1.0219578184960063,-0.9164461333640581,1.0152443212047089,-0.45913889669656827,-1.2304544798865917,uttarakhand,1,Myristic acid (C14),6.219545520113408,1570.1481622541937,0.2763599496979342,69,4106.506296290461,2.4450844686994847e-11,1642.8606096304138,74.14368062115611,2.4276640548479067,2.4359963690857738,0.0025055322947724564,0.43068941783878667,58.76580566798369,53.14966881686546,0,0.0,0,8784,0.0003821383789946265,0.0,0.5522625678816011
61,1,Myristic acid (C14),True,0.9546328389330124,0.9710880076581315,0.5893644885658303,1.0186936659426644,-0.3405109342859661,0.33270752963416017,uttarakhand,1,Myristic acid (C14),7.782707529634161,1495.4586351039616,0.2721349502367767,56,3996.5376851522615,2.443628178959265e-11,1564.5874302249463,70.4792109973666,2.2870184281284858,2.2950347294162983,0.0032110097586013817,0.43068941783878667,57.02977098936631,52.777596583001355,0,0.0,0,8784,0.00021247084094619135,0.0,0.38441800338000626
62,1,Myristic acid (C14),True,0.937592214161707,0.9834969994836382,-0.6748787580403717,1.189669628905397,0.33700453539274267,0.43558776520349607,uttarakhand,1,Myristic acid (C14),7.885587765203496,1534.982433259624,0.2399437524115885,0,4861.854023508796,2.4057386405390952e-11,1606.2267651880534,72.68304114124497,2.09029086864407,2.098324575369937,0.008313267793926238,0.43068941783878667,49.01943143155178,48.9868670996764,0,0.0,0,8784,0.0,0.0,0.0
63,1,Myristic acid (C14),True,0.9440020334631664,0.9723464685257949,0.3788678083948235,0.8470301046774062,0.14900169614629022,1.0024177983756708,uttarakhand,1,Myristic acid (C14),8.45241779837567,1436.3184309152796,0.3196434263496186,97,3056.8930917925736,2.3678491021189243e-11,1520.348123506825,85.29492040170128,2.3062844754269407,2.314148059304104,0.0005522628617902782,0.43068941783878667,55.56055487191744,53.7425715761399,0,0.0,0,8784,0.0015610459704924215,0.0,0.8588564879255497
64,1,Myristic acid (C14),True,0.9545078481895485,1.0093925199565987,0.08041275456372526,0.8820274697546964,0.48302729577087444,-0.16699538120722845,uttarakhand,1,Myristic acid (C14),7.283004618792772,1519.1391426338485,0.3157730272097077,98,3291.4105929434777,2.3881851481344258e-11,1600.3664840918143,82.55749604071008,2.389463442287924,2.3975605832991556,0.0004353249290493679,0.43068941783878667,56.28661973942842,54.960630910236056,0,0.0,1,8784,0.001598625676090626,0.0,1.0
